ID,Brand,VehicleModel,ManufacturingYear,Type,rating,color,Duty,fuel,CylinderCount,type of gear,capacity,Odometer,#airbags,price
5617,HYUNDAI,H1,2116,WOOW Universal,1.0,,1091$,Dies,4.0 cyl,auto,2.5,133014  kilo,4,43655
15548,Honda,FIT,2004,hatchback,3.0,Metallic,-,,14.0,R,1.3,150000  kilometer,104,30
4753,hyundai,SONATA,1-1-2015,,0.0,,The car levy amounted is 765 per vehicle.,Gas,4.0,auto,0,87196  kilo,104,48575
6618,hyundai,,,minivan,1.0,Pearl White,777$,Dies,4.0,others,0,196654 KM,4,30085
11932,,my model which is M4 is the best,2015,coupe,4.0,Pearl White,1104,Gas,6.0,others,3,64338,12 bags,4861
465,HYUNDAI is the best,my model which is Elantra is the best,2013=,sedan,,Pearl White,530 pound,Gas,4.0 cyl,gear,1.6,31691  kilometer,4,11917
13820,lexus,I own HS 250h.,1-1-2009,,5.0,,-,Electric Hybrid,4.0 cyl,auto,2.4,100000 km,8,26030
17040,BMW,I have the fastest model ever.. yes you got it right it's 328,2011,,5.0,Pearl White,-8982,Gas,6.0 cyl,AUTO,3,78000  kilometer,10,18817
1441,toyota,my model which is RAV 4 is the best,,WOOW Jeep,3.0,,934$,,4.0,,2.5,73931 KM,0,28225
739,nissan,,2010,jeep,4.0,Jet Black,-,Gas,4.0 cyl,others,2.5,150000,8 count,15367
17659,I love FORD,Mustang,2013,COUPE,5.0,Crimson,-,Gas,16.0,auto,3.7,150000 KM,8  ,31988
5069,I love BMW,I have the fastest model ever.. yes you got it right it's 318,2000,Sedan,1.0,,-,Natural Gas,4.0 cyl,manual,0,0 KM,8  ,7840
757,nissan,Frontier,2017{,SEDAN,0.0,Crimson,1946,Gas,16.0,others,4,81757 KM,12,7213
13983,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's CL 500,1-1-2004,coupe,2.0,Metallic,4057 pound,Natural Gas,0,auto,5,12400 km,6 count,17876
12741,bmw,X5,1909,,,,-,Gas,6.0 cyl,others,0,41000 KM,8,28225
10598,chevrolet,MALIBU,2012,,5.0,Jet Black,642$,Gas,4.0 cyl,AUTO,2,135965  kilo,4,25456
720,,I own C-MAX.,2014\,Sedan0,4.0,,333 pound,hyb,4.0,auto,2,163000 km,12,17876
12955,LEXUS is the best,,2014,SEDAN,1.0,Jet Black,394,Electric Hybrid,4.0 cyl,auto,2.5,176213  kilo,12  ,14426
11059,toyota,I have the fastest model ever.. yes you got it right it's Camry,1-1-2016,sedan,2.0,Jet Black,1091$,Gas,4.0 cyl,auto,0,70000 km,14,31361
16750,toyota,,2009,sedan,1.0,Charcoal,746 pound,Electric Hybrid,4.0 cyl,auto,1.5,271256  kilometer,8,7213
1825,TOYOTA,Prius,2010,HATCHBACK,,Sapphire Blue,We were surprised by the hefty $761 levy on imported cars.,Electric Hybrid,14.0,R,1.8,118000 km,10,15994
17528,I love KIA,I own Optima k5.,2012,sedan,6.0,Metallic,-,other,4.0,others,2,45000  kilo,7,18817
8758,Hyundai,,2111,SEDAN,,Metallic,707$,other,4.0,others,0,457978,4,6743
6784,MERCEDES-BENZ,my model which is ML 350 is the best,,JEEP,2.0,Jet Black,1172$,Dies,6.0,auto,3.5,220323  kilo,12,157
2858,TOYOTA,Camry,,sedan,1.0,Jet Black,777,Gas,4.0 cyl,auto,2.5,88000 km,10,17562
17294,SSANGYONG,REXTON,2009,JEEP,2.0,,I had to pay a substantial $1273 levy on my new car purchase.,Dies,0,gear,2.7,148654 KM,4,22298
10461,BMW,X5,2012_,jeep,2.0,,919$,,0,AUTO,3,103458 km,0),8154
8265,I love LEXUS,I own IS 250.,2009,WOOW Sedan,,Charcoal,-,Gas,6.0,,0,245000 km,10,26657
12414,MERCEDES-BENZ,E 300,2017,sedan,0.0,,The car levy amounted is 1017 per vehicle.,Gas,4.0,others,2,66933  kilometer,12,2038
10789,dodge,I have the fastest model ever.. yes you got it right it's RAM 1500,2000,jeep,3.0,Sapphire Blue,-,Gas,0,others,5.9,60800 km,0;,28225
12907,hyundai,,2013],SEDAN,3.0,Jet Black,751 pound,Gas,4.0,AUTO,0,98456 KM,0,12544
16401,I love HYUNDAI,my model which is Tucson is the best,,JEEP,4.0,,639$,Dies,4.0,R,2,130000 km,4 count,29777
13386,TOYOTA,,11years old,Sedan,0.0,Charcoal,The car levy amounted is 751 per vehicle.,Gas,4.0 cyl,auto,2.4,77182 KM,ONLY 8 AIRBAG,21012
2935,I love TOYOTA,CAMRY,2015,SEDAN,1.0,Pearl White,-,Electric Hybrid,6.0,auto,2.5,TOTAL 89600 km,1010,46101
3461,mercedes-benz,E 200,2001,SEDAN,6.0,Sapphire Blue,-,Gas,4.0 cyl,auto,2,11111  kilo,6,3000
17878,HYUNDAI,Elantra,2017,,2.0,,1017,Gas,4.0,auto,2,284251  kilometer,12,94
11776,I love AUDI,A4,2011,SEDAN,1.0,Jet Black,-,Gas,4.0 cyl,others,2.0 Turbo,144878  kilometer,8,18817
978,hyundai,my model which is Elantra is the best,2011,Sedan1,2.0,Metallic,-9417,Gas,4.0 cyl,auto,1.6,132742 km,4,19121
14699,I love DODGE,AVENGER,12years old,Sedan,3.0,Sapphire Blue,1086,Gas,6.0,R,3.6,667058 km,12,706
15931,LEXUS,I own GX 460.,12years old,jeep,5.0,Charcoal,1363$,Gas,8.0,others,4.6,189704 km,0 count,157
17486,HYUNDAI,SANTA FE,1-1-2014,Jeep1,4.0,Jet Black,-,Gas,4.0 cyl,auto,2.4,TOTAL 120000 km,8,35124
3681,subaru,my model which is Forester is the best,,JEEP,4.0,,1327,Gas,4.0,others,2.5,80000,12,30107
11054,hyundai,TUCSON,2016,Jeep3,3.0,,891 pound,Dies,4.0 cyl,auto,2,120142 km,4,35237
14249,Toyota,I own Highlander.,2008,jeep,2.0,Charcoal,1750,Electric Hybrid,6.0,AUTO,3.3,277405 km,12],627
3991,HYUNDAI is the best,I own Elantra.,2014,WOOW Sedan,4.0,,528,Gas,4.0,auto,1.6,80856 KM,4,28241
17880,PEUGEOT,I have the fastest model ever.. yes you got it right it's 406,1-1-2001,Sedan3,2.0,,-,Gas,4.0 cyl,R,2,0  kilometer,2 count,2200
11149,Kia,OPTIMA,2115,Sedan0,6.0,,-,Gas,4.0,,2.4,61680 km,"6""",15681
16365,FORD,I have the fastest model ever.. yes you got it right it's Fusion,2015,SEDAN,3.0,Jet Black,382$,Electric Hybrid,14.0,auto,2,88795  kilometer,0 count,2587
13399,,CHR,2018#,,0.0,Sapphire Blue,-,Gas,5.0 cyl,AUTO,1.8,12987 KM,12 count,28000
718,audi,A7,2014,WOOW Hatchback,1.0,Charcoal,10915,Gas,6.0,auto,3,191373 km,0  ,9565
1958,NISSAN,I own Juke.,2012,JEEP,4.0,Jet Black,531 pound,Gas,4.0 cyl,auto,1.6,167405 km,0,8781
14855,LEXUS,GX 470,2010',,5.0,Charcoal,1811,Gas,8.0,auto,4.6,357246,0  ,16308
1058,OPEL,SINTRA,1998,minivan,4.0,Crimson,-,Gas,4.0 cyl,MANUAL,2.2,30000  kilo,106,3000
8091,toyota,CAMRY,2012,sedan,4.0,,781,Gas,4.0 cyl,,2.5,156800  kilometer,8,20385
13029,,I own Insight.,2010,hatchback,,Metallic,574 pound,,4.0 cyl,auto,1.3,210758  kilo,0,706
1845,chevrolet,Cruze,2011,WOOW Sedan,6.0,,-9479,Gas,4.0 cyl,auto,1.4 Turbo,178000 KM,8,12858
4028,chevrolet,CAPTIVA,17years old,JEEP,6.0,,1282 pound,Dies,4.0 cyl,auto,2,63558 km,4,8311
12353,SSANGYONG,REXTON,3014,JEEP,2.0,,639 pound,Dies,4.0,auto,2,87681  kilo,4  ,45633
9984,TOYOTA is the best,my model which is Prius is the best,2010&,Hatchback3,6.0,Gold,The car levy amounted is 87 per vehicle.,Electric Hybrid,4.0 cyl,auto,0,0 km,0  ,12231
6598,,Camry LE,2016,,5.0,,1091$,Gas,4.0,auto,2.5,17200  kilo,ONLY 12 AIRBAG,37633
9492,ford,Focus SE,1913,Hatchback3,3.0,,-,Gas,4.0,manual,1.5,197000 KM,2 bags,14740
3327,honda,FIT,2006,hatchback,2.0,Metallic,-,Gas,14.0,auto,1.3,163000  kilo,1002,8311
1598,Jeep,Cherokee,1992,jeep,0.0,,3301 pound,,8.0,manual,4,4512  kilometer,ONLY 11 AIRBAG,3136
2469,ssangyong,KORANDO,2012,Jeep3,1.0,,642 pound,Dies,0,auto,2,TOTAL 132356 km,4,24123
13153,TOYOTA is the best,Prius,2010`,SEDAN,3.0,Metallic,I had to pay a substantial $761 levy on my new car purchase.,Electric Hybrid,4.0,auto,1.8,260000 km,6,9722
15726,Kia,NIRO,1-1-2019,jeep,0.0,Metallic,420 pound,Electric Hybrid,4.0,auto,1.6,429  kilo,12 bags,12701
9824,I love TOYOTA,Camry,1-1-2014,sedan,4.0,Jet Black,394 pound,,4.0 cyl,auto,2.5,102397 KM,12,784
190,I love CHEVROLET,I have the fastest model ever.. yes you got it right it's Orlando,3012,WOOW Jeep,,Pearl White,642 pound,other,4.0 cyl,auto,2,132036 km,1004,14426
14754,chevrolet,my model which is Cruze is the best,2012,SEDAN,2.0,Metallic,@,Gas,4.0,auto,1.4 Turbo,104000 km,12,14113
11812,kia,Cerato,,sedan,4.0,Metallic,I had to pay a substantial $530 levy on my new car purchase.,Gas,14.0,auto,0,116644,4,12544
3086,MERCEDES-BENZ,E 240,2000[,SEDAN,3.0,Emerald Green,-,other,6.0,auto,2.6,314000 KM,1007,8154
11604,jeep,my model which is Compass is the best,2015,WOOW Jeep,2.0,Pearl White,900$,Gas,0,auto,2.4,44729,4 count,44043
14827,TOYOTA,Aqua,2014,UNIVERSAL,3.0,Jet Black,271$,Electric Hybrid,14.0,R,1.5,38311 km,4,26033
2847,bmw,I have the fastest model ever.. yes you got it right it's 750,2013,Sedan0,4.0,,1304,Gas,8.0 cyl,auto,4.4,87243  kilo,ONLY 12 AIRBAG,392
264,,Tucson,2019,jeep,4.0,,11077,Dies,4.0,auto,2,48000 KM,4  ,49858
7000,hyundai,Sonata,1-1-2017,Sedan2,4.0,,1202,Gas,4.0,auto,2.4,TOTAL 97614 km,12 count,3293
7146,MERCEDES-BENZ,Vito,,minivan,2.0,Pearl White,-,,4.0,R,0,188000 KM,ONLY 2 AIRBAG,16621
7543,bmw,320,,Sedan0,,Jet Black,-,Gas,0,others,1.6,10000  kilo,2,450
3999,bmw,my model which is 225 is the best,1-1-2000,Sedan,,Jet Black,-,Gas,6.0,manual,2.5,199866 km,8 count,6899
12497,FORD is the best,Transit,1997,Microbus,2.0,Pearl White,-,,14.0,manual,0,204000,2 count,18817
4220,TOYOTA,I have the fastest model ever.. yes you got it right it's Vitz,2006,,1.0,Royal Purple,-,Gas,4.0,auto,1.3,190000  kilo,4,8624
8834,toyota,my model which is Prius is the best,2014,sedan,2.0,Sapphire Blue,584 pound,,4.0,auto,1.8,187200  kilo,8 count,18033
6354,hyundai,I have the fastest model ever.. yes you got it right it's Sonata,2016,SEDAN,0.0,Tangerine,891,,0,,2,388495 KM,4 bags,13172
10923,VOLKSWAGEN,,1-1-2011,sedan,2.0,Jet Black,862$,Gas,4.0,others,0,134400  kilo,6,13485
14757,NISSAN is the best,I own Juke.,,JEEP,1.0,Charcoal,-,,4.0,AUTO,1.6 Turbo,TOTAL 128000 km,4,21169
14996,hyundai,I own Elantra.,,Sedan,3.0,Charcoal,585,Gas,4.0 cyl,auto,1.8,80000 KM,12',13172
10368,dodge,I have the fastest model ever.. yes you got it right it's Caliber,2009,,2.0,,-,Gas,0,AUTO,2,122000 KM,6,14740
9037,hyundai,TUCSON,1-1-2011,jeep,5.0,Charcoal,The car levy amounted is 707 per vehicle.,Dies,4.0 cyl,auto,2,TOTAL 119194 km,104,18481
6557,,my model which is Actyon is the best,7years old,Jeep3,3.0,Metallic,831$,Dies,4.0,auto,1.6,TOTAL 71908 km,ONLY 4 AIRBAG,40901
8829,bmw,I have the fastest model ever.. yes you got it right it's X1,1-1-2009,WOOW Hatchback,6.0,Jet Black,-,Dies,4.0 cyl,manual,2.0 Turbo,215000  kilo,1008,1111
6860,Bmw,my model which is 328 is the best,1-1-2013,sedan,3.0,Pearl White,862,Gas,4.0,AUTO,2.8 Turbo,108800  kilometer,4,31361
1438,BMW,320,2014,sedan,3.0,Jet Black,639,Gas,4.0,gear,2.0 Turbo,59000 km,12 count,23521
8694,HYUNDAI is the best,Grandeur,2010&,SEDAN,3.0,Metallic,1099,Gas,4.0 cyl,gear,2.7,93168 KM,4  ,6269
12143,HYUNDAI is the best,ACCENT,2014,Sedan,,Metallic,528,Dies,4.0,,1.6,150743 km,4 bags,13589
17804,ford,I own Fusion.,2016,SEDAN,4.0,Charcoal,431 pound,Electric Hybrid,4.0 cyl,,2,158699  kilo,12 bags,8781
10801,Lexus,GX 460,2015|,Jeep,2.0,,1646 pound,Gas,8.0,auto,4.6,102907 km,0>,314
4035,I love TOYOTA,I own Prius.,2010,HATCHBACK,,Pearl White,761 pound,Electric Hybrid,4.0,auto,1.8,TOTAL 267165 km,12,392
5284,Ford,I own Transit.,1-1-2007,microbus,3.0,Pearl White,1408$,Dies,4.0,manual,2.2 Turbo,175000 km,2 bags,12858
13853,mercedes-benz,ML 350,2011,jeep,0.0,Charcoal,-,Dies,6.0,AUTO,0,200000  kilo,12 count,36065
8637,HONDA,Cr-v,1998;,WOOW Jeep,,,-,,4.0 cyl,gear,2,100000  kilometer,12,6586
4535,სხვა,GONOW,2005_,jeep,0.0,,-,Gas,4.0,others,2.3,TOTAL 102000 km,2,9408
2030,HYUNDAI,my model which is Santa FE is the best,2010,Jeep3,6.0,Pearl White,The car levy amounted is 836 per vehicle.,Dies,4.0,auto,2,229757  kilo,4,12676
11287,,,1-1-2012,sedan,2.0,Metallic,-,Gas,4.0,auto,1.8,109000  kilo,8,16621
16486,I love BMW,I have the fastest model ever.. yes you got it right it's X5,,JEEP,0.0,Pearl White,I had to pay a substantial $919 levy on my new car purchase.,Dies,16.0,auto,3,TOTAL 274098 km,0 bags,6586
2548,lexus,RX 450,3010,jeep,0.0,Metallic,1399,Electric Hybrid,6.0,others,3.5,TOTAL 311949 km,12 count,282
13911,,I have the fastest model ever.. yes you got it right it's Elantra,,SEDAN,,Metallic,687 pound,Gas,14.0,auto,1.6,TOTAL 62741 km,1004,8881
15110,HYUNDAI,my model which is H1 is the best,,minivan,1.0,Lemon Yellow,777,,0,gear,2.5,198916 km,4  ,25264
12735,BMW,320,1994%,COUPE,0.0,Metallic,-,Gas,6.0,others,2,285000  kilo,4  ,7213
1880,HYUNDAI,my model which is H1 is the best,"2011,",,1.0,,862,Dies,4.0,auto,2.5,55248  kilometer,4,18660
2162,HYUNDAI is the best,my model which is Elantra is the best,3014,sedan,0.0,Charcoal,528,Gas,0,auto,1.6,164649 km,104,15624
13058,I love HYUNDAI,I have the fastest model ever.. yes you got it right it's Accent,2016,Sedan4,,Pearl White,650 pound,Gas,4.0 cyl,auto,0,92000  kilo,104,21103
17938,FORD,TRANSIT,1999,MICROBUS,2.0,Pearl White,-,Dies,4.0,manual,2.5 Turbo,430000 km,1<,21953
2269,VAZ,2106,1988,Sedan,4.0,Lemon Yellow,-,Gas,4.0,,0.3,0 km,0,2500
6848,,Prius,2010,hatchback,2.0,,-,,4.0 cyl,auto,1.8,185000 KM,6,16308
14835,Nissan,LAFESTA,2007[,Minivan2,3.0,Sapphire Blue,-,Natural Gas,4.0 cyl,auto,2,200000  kilo,4,5500
2659,jeep,my model which is Cherokee is the best,9years old,jeep,4.0,,-,Gas,4.0 cyl,auto,2.4,TOTAL 168000 km,12  ,28852
3125,honda,Odyssey,1-1-2012,sedan,1.0,Jet Black,1058$,Gas,6.0,gear,3.5,236698,ONLY 12 AIRBAG,4234
8813,DAEWOO,Lacetti,2009,SEDAN,6.0,Metallic,966,Dies,4.0 cyl,others,2,75644  kilo,-96,5959
9030,mercedes-benz,I have the fastest model ever.. yes you got it right it's E 300,3017,sedan,2.0,Jet Black,1017 pound,Gas,4.0,gear,2,26802 KM,-88,314
17132,toyota,Camry,2012,Sedan2,2.0,Jet Black,\,Gas,6.0,auto,0,TOTAL 0 km,12  ,4391
6194,HYUNDAI,Sonata,2012,sedan,0.0,Pearl White,10753,Electric Hybrid,4.0 cyl,,2.4,243051 KM,12,706
8163,MITSUBISHI is the best,I own Pajero IO.,1-1-2002,JEEP,0.0,,-,Gas,4.0,R,2.5,1000 km,6,40
6645,HONDA,I own Civic.,2013,sedan,0.0,,<,,4.0,auto,1.8,120000,106,20385
1331,I love TOYOTA,my model which is Prius is the best,,,1.0,Charcoal,645$,Electric Hybrid,4.0,others,1.8,353606 KM,12 bags,470
17187,LEXUS,RX 350,2010,jeep,3.0,Pearl White,11399,Gas,6.0 cyl,,3.5,182618  kilometer,12,941
7264,ssangyong,my model which is REXTON is the best,2016,jeep,1.0,,87,Dies,4.0,auto,0,73968 KM,ONLY 4 AIRBAG,47076
10781,TOYOTA,I own Prius.,2110,HATCHBACK,1.0,Pearl White,761,Electric Hybrid,4.0,R,1.8,258909  kilo,12,1803
1985,ford,I own Transit.,2007,MICROBUS,3.0,Pearl White,1528 pound,,4.0,manual,2.4,TOTAL 168000 km,2 bags,15681
13964,mitsubishi,I have the fastest model ever.. yes you got it right it's Pajero IO,25years old,JEEP,4.0,Pearl White,-,Gas,4.0 cyl,auto,1.8,196500  kilo,-98,8467
10818,volkswagen,Jetta,2113,SEDAN,2.0,Charcoal,#,,4.0 cyl,,2,112000  kilometer,10 bags,12544
8371,ssangyong,REXTON,2015,JEEP,4.0,,765$,Dies,4.0,,2,118366 km,ONLY 4 AIRBAG,47076
11690,lexus,I have the fastest model ever.. yes you got it right it's GX 470,1909,,1.0,,2151,Gas,8.0,AUTO,4.7,264339 km,0,30734
8178,HYUNDAI,I have the fastest model ever.. yes you got it right it's Elantra,14years old,sedan,2.0,Metallic,687$,Gas,4.0,gear,1.6,101387  kilo,4  ,14834
13317,BMW,535,2011,sedan,4.0,,1018,Gas,6.0,gear,3,249147  kilo,12%,470
7026,kia,my model which is Avella is the best,2015,,4.0,Metallic,765$,Gas,4.0 cyl,auto,2,TOTAL 125621 km,12 bags,2038
5896,honda,I own FIT.,2010,Sedan,5.0,Crimson,-,Gas,4.0 cyl,auto,1.3,101000 KM,6=,25
17786,I love MERCEDES-BENZ,I own E 200.,1995,SEDAN,3.0,Sapphire Blue,-,Natural Gas,4.0,gear,2,111111 KM,4 bags,4704
10285,,CR-Z,2010,coupe,1.0,Crimson,-,Electric Hybrid,4.0 cyl,manual,1.5,200000 KM,8,11917
8936,opel,I have the fastest model ever.. yes you got it right it's Astra,1898,sedan,1.0,Pearl White,-,Gas,4.0,manual,1.6,TOTAL 11111 km,1004,4704
7806,kia,I have the fastest model ever.. yes you got it right it's Sorento,1-1-2011,Jeep0,1.0,Metallic,1172$,Gas,0,R,3.5,309570  kilometer,112,2979
16661,TOYOTA,Prius,2015,,4.0,,{,,4.0 cyl,auto,1.8,92430 KM,10,22580
1784,Toyota,Camry,3010,Sedan0,2.0,Jet Black,-8976,Gas,4.0,gear,2.5,152000,8 count,12544
4772,,I own CLS 55 AMG.,1-1-2005,SEDAN,3.0,Jet Black,-,Gas,8.0 cyl,auto,5.5 Turbo,333000 km,8[,25089
16672,ssangyong,I own REXTON.,2011,Jeep,4.0,Jet Black,707,Dies,4.0 cyl,gear,0,256175 km,4,20266
3697,Toyota,my model which is CHR is the best,2018,,2.0,,1079$,Gas,4.0 cyl,others,2,TOTAL 37214 km,10 bags,36065
13057,HYUNDAI,I have the fastest model ever.. yes you got it right it's Tucson,13years old,jeep,0.0,Charcoal,~,Dies,4.0,gear,2,119194 km,4 bags,19613
12261,I love MERCEDES-BENZ,,2007,WOOW Goods wagon,6.0,Pearl White,-,Dies,4.0 cyl,MANUAL,0,TOTAL 385000 km,4,19444
14458,,,2013+,SEDAN,,Jet Black,779$,,0,auto,2.5,88000 KM,116,21639
11888,honda,I have the fastest model ever.. yes you got it right it's FIT,2005,hatchback,3.0,,-,Gas,14.0,auto,1.3,TOTAL 187000 km,4,20
7762,CHEVROLET,my model which is Aveo is the best,,HATCHBACK,4.0,Jet Black,:,Gas,4.0 cyl,auto,1.6,71309 km,4,18973
15897,skoda,,2012,sedan,0.0,,-,Gas,14.0,manual,1.8 Turbo,250000 km,6,16778
15234,HONDA is the best,INSIGHT,2009,sedan,4.0,,-,,4.0,gear,1.3,125000 KM,9  ,10976
17797,,Camry,2013,Sedan4,1.0,Jet Black,779 pound,Gas,4.0 cyl,auto,0,80000 km,8,11200
13954,Mercedes-Benz,I have the fastest model ever.. yes you got it right it's E 350,2012,SEDAN,4.0,Jet Black,1058 pound,Dies,6.0,AUTO,3.5,TOTAL 318285 km,12,627
17586,mercedes-benz,E 350,2011,WOOW Sedan,3.0,Sapphire Blue,1172,Dies,6.0,R,3.5,64496 KM,12  ,13642
4631,toyota,RAV 4,2017,,4.0,Sapphire Blue,The car levy amounted is 1249 per vehicle.,Gas,4.0,auto,2.5,58778 KM,12  ,251
7840,TOYOTA,Camry,2014,SEDAN,3.0,,394$,Electric Hybrid,4.0 cyl,R,2.5,115312 km,12,706
17521,HONDA,I have the fastest model ever.. yes you got it right it's Civic,2015@,WOOW Sedan,3.0,Sapphire Blue,10308,Electric Hybrid,4.0 cyl,AUTO,1.5,49272 km,0,4861
6997,hyundai,H1,,,1.0,Charcoal,1091 pound,Dies,4.0,R,2.5,133687  kilometer,ONLY 4 AIRBAG,44843
12940,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's E 350,,SEDAN,1.0,Metallic,-,Gas,6.0,auto,3.5,TOTAL 238357 km,8,16621
9733,,Tucson,2010,JEEP,3.0,Metallic,836$,Dies,4.0,auto,2,122222  kilo,1004,13962
3221,TOYOTA,AQUA,2014,WOOW Hatchback,4.0,,501$,Gas,4.0,auto,1.5,42000 KM,4=,30906
2798,,I own 2107.,1999,SEDAN,0.0,Pearl White,-,Gas,9.0,others,1.6,10000 KM,6,2800
10917,toyota,AQUA,,Hatchback4,3.0,Jet Black,502,Gas,4.0,auto,1.5,TOTAL 123700 km,104,15530
1004,I love TOYOTA,my model which is Camry is the best,1-1-2012,SEDAN,5.0,Pearl White,781 pound,Electric Hybrid,14.0,auto,2.5,156518  kilometer,12,3607
8103,toyota,I have the fastest model ever.. yes you got it right it's Prius,13years old,Sedan,0.0,,645,Electric Hybrid,4.0 cyl,auto,1.8,0 KM,12,17900
1816,TOYOTA,Highlander,1-1-2009,JEEP,,,1537$,Electric Hybrid,16.0,AUTO,3.3,420550  kilometer,12,12074
6959,SUBARU,Crosstrek,1-1-2019,sedan,1.0,Sapphire Blue,1077,Gas,4.0,R,0,6384 KM,12%,7213
14419,Porsche,CAYENNE,2006,Jeep,5.0,,-,Gas,18.0,auto,4.5 Turbo,150000 km,ONLY 12 AIRBAG,18817
17243,hyundai,,1-1-2011,jeep,4.0,,10707,,4.0,auto,2,TOTAL 93290 km,4 count,27946
17097,ford,my model which is Transit is the best,2001,microbus,1.0,Pearl White,-,Dies,14.0,others,2.4 Turbo,210000  kilo,ONLY 2 AIRBAG,12858
7861,I love TOYOTA,I have the fastest model ever.. yes you got it right it's Prius C,12years old,hatchback,0.0,Sapphire Blue,503,Electric Hybrid,4.0,auto,1.5,139005 km,12,11290
10782,HYUNDAI is the best,H1,2012,minivan,,Pearl White,781,Dies,14.0,others,2.5,TOTAL 52600 km,4,17719
14566,HYUNDAI,my model which is Tucson is the best,2016,Jeep,1.0,Jet Black,\,Gas,0,AUTO,2,23000  kilo,8,30420
14068,toyota,my model which is Prius is the best,2010,Hatchback,4.0,Pearl White,-,Electric Hybrid,4.0,auto,1.8 Turbo,383528 km,8 count,16935
5762,Hyundai,my model which is Sonata is the best,2016,SEDAN,0.0,Tangerine,891 pound,other,4.0,others,2,518650  kilo,4,6837
1183,volkswagen,PASSAT,2006,SEDAN,4.0,Jet Black,-,Gas,4.0,auto,2.0 Turbo,200000,6=,10663
9344,hyundai,my model which is H1 is the best,2014,minivan,,Charcoal,777 pound,,4.0 cyl,,2.5,132023 km,-96,34905
1973,subaru,I have the fastest model ever.. yes you got it right it's XV,2015,WOOW Jeep,7.0,Jet Black,765,Gas,4.0,auto,2,TOTAL 250005 km,"0,",19444
14743,MERCEDES-BENZ,I have the fastest model ever.. yes you got it right it's E 300,3017,SEDAN,4.0,,1017,Gas,4.0,auto,2,1600 KM,12,392
4654,TOYOTA,CAMRY,2012/,sedan,2.0,Jet Black,781 pound,Gas,4.0,R,2.5,125000 km,12(,17876
14115,CHEVROLET is the best,I have the fastest model ever.. yes you got it right it's Cruze,9years old,SEDAN,,,562$,Gas,4.0,auto,1.4 Turbo,TOTAL 20800 km,6 bags,15681
5528,mercedes-benz,B 170,2007,SEDAN,2.0,Jet Black,-,Gas,4.0,,1.7,102000 KM,11 count,11917
13787,I love TOYOTA,Camry,"2013,",,1.0,Pearl White,We were surprised by the hefty $779 levy on imported cars.,Gas,6.0 cyl,others,2.5,289600,ONLY 8 AIRBAG,22894
8345,HYUNDAI,I have the fastest model ever.. yes you got it right it's Elantra,2011,JEEP,3.0,,645$,Gas,4.0 cyl,others,1.8,172502 km,12 bags,627
15223,toyota,my model which is Camry is the best,2015,SEDAN,4.0,Metallic,I had to pay a substantial $456 levy on my new car purchase.,Electric Hybrid,4.0 cyl,R,2.5,241227 km,1012,9722
4750,Honda,Insight,1-1-2010,Hatchback2,2.0,,574,Electric Hybrid,4.0,auto,1.3,308331 KM,12 count,392
1019,bmw,328,2014,sedan,2.0,,-,Gas,4.0 cyl,auto,2.0 Turbo,23302,4!,29166
197,alfa romeo,my model which is 147 is the best,2001,Coupe,6.0,,-,Gas,4.0 cyl,manual,1.8,240000 km,4 bags,3700
6934,CHEVROLET,Cruze,2016,SEDAN,3.0,Pearl White,650$,Gas,4.0,auto,1.4 Turbo,13120 km,12,20385
6336,HONDA,my model which is Cr-v is the best,2018,sedan,4.0,Sapphire Blue,@,Gas,4.0 cyl,auto,1.5,56261 KM,12,20698
4352,OPEL,,3008,HATCHBACK,2.0,Pearl White,-,other,4.0 cyl,manual,1.2,236000  kilo,4,9408
5717,TOYOTA is the best,my model which is Camry is the best,2013,sedan,1.0,Pearl White,779,,14.0,others,2.5,124912 km,12 count,3763
5949,Hyundai,I own Tucson.,2016,WOOW Jeep,1.0,Pearl White,-9109,Dies,4.0 cyl,auto,2,47090  kilo,-96,36564
15462,HYUNDAI is the best,my model which is Sonata is the best,9years old,SEDAN,2.0,Tangerine,765 pound,,4.0,auto,0,587949 KM,4,9252
1021,,I have the fastest model ever.. yes you got it right it's Optima,2013,SEDAN,1.0,,-9360,Gas,4.0 cyl,others,2,142661  kilo,12,2901
16481,KIA,PICANTO,2016,Sedan,0.0,Metallic,-,Gas,4.0 cyl,manual,1.2,94000  kilo,6  ,10976
1764,,,2017,jeep,4.0,Charcoal,877,Dies,0,gear,1.7,TOTAL 202758 km,1004,37564
6844,,FIT,7years old,WOOW Hatchback,1.0,Jet Black,691,Gas,4.0,R,1.3,49000 km,ONLY 4 AIRBAG,23659
4975,HYUNDAI,I own Tucson.,7years old,JEEP,5.0,Pearl White,877 pound,Dies,4.0,others,1.7,93720  kilometer,4  ,47537
4961,Subaru,,,jeep,7.0,Emerald Green,;,Electric Hybrid,4.0 cyl,auto,2,99200  kilometer,12,31047
14507,FORD is the best,I own Fusion.,7years old,sedan,1.0,Crimson,481,Electric Hybrid,4.0,gear,0,18839  kilometer,8:,21796
13610,,I have the fastest model ever.. yes you got it right it's Camaro,1917,,2.0,Crimson,1017 pound,Gas,4.0 cyl,gear,2,TOTAL 73842 km,12,12231
